644; 178512; Cortinárius multívagus; Britzelm. (1891); nestanovitna koprenka
645; 178990; Cortinárius murícinus; Fr. (1838); ogabna koprenka
646; 157663; Cortinárius nanceiénsis; Maire (1911); dekliška koprenka
647; 157173; Cortinarius nitidus; (Schaff.) Fr. (1838); oslinjena koprenka
648; 169305; Cortinarius obtusus; (Fr.) Fr. (1838); zaobljena koprenka
649; 295905; Cortinárius oliváceofuscus; Kuhner (1955); gabrova koprenka
650; 344081; Cortinárius olivascéntium; Rob. Henry (1952); olivnorumena koprenka
651; 295906; Cortinárius olivéllus; Rob. Henry (1952); olivnookrasta koprenka
652; 157994; Cortinárius opimus; Fr, (1838); obilna koprenka
653; 158559; Cortinarius orellánus; Fr. (1838); poljska koprenka
654; 157800; Cortinárius orichálceus; (Batsch) Fr. (1838); bakrenordeča koprenka
655; 329099; Cortinárius páchypus; M.M. Moser (1968); tolsta koprenka
656; 114812; Cortinárius pallídipes; (M.M. Moser) Nezdojm. (1983); bledobetna koprenka
657; 173168; Cortinárius paragáudis; Fr. (1838); rdečepasasta koprenka
658; 329108; Cortinarius paxilloides; (M.M. Moser) M.M. Moser (1967); podvihana koprenka
659; 152164; Cortinárius phaeophyllus; P. Karst. (1881); grmičasta koprenka
660; 151847; Cortinárius pholídeus; (Lilj.) Fr. (1838); luskata koprenka
661; 168361; Cortinárius plumiger; Fr. (1838); puhasta koprenka
662; 103214; Cortinárius polymórphus; Rob. Henry (1985); gubastoroba koprenka
663; 168292; Cortinárius praéstans; (Cordier) Gillet (1876); nagubana koprenka
664; 103215; Cortinárius privignoides; Rob. Henry (1948); debelobetna koprenka
665; 162754; Cortinárius privígnus; (Fr.) Fr. (1838); zapognjena koprenka
666; 329121; Cortinárius pseudocandeláris; (M.M. Moser) M.M. Moser (1967); zvonasta koprenka
667; 329124; Cortinárius pseudodiabólicus; M.M. Moser (1967); žemljeva koprenka
668; 275419; Cortinárius pseudodurácinus; Rob. Henry (1938); trdikastobetna koprenka
669; 440885; Cortinárius pseudonápus; Rob. Henry (1943); nizka koprenka
670; 295939; Cortinárius pseudosálor; J.E. Lange (1940); lepljiva koprenka
671; 295940; Cortinárius pseudosuíllus; Rob. Henry (1959); nesnažna koprenka
672; 285769; Cortinarius pulchripes; J. Favre (1948); krasnobetna koprenka
673; 352037; Cortinárius purpurascens f. lividus; M.M. Moser (1952); škrlat. k., modrozelena obl.
674; 446973; Cortinarius purpureus; (Bull.) Bidaud, Moénne-Locc. & Reumaux (1994); bagrena koprenka
675; 629778; Cortinárius pygmaéus; Fr. (1838); drobcena koprenka
676; 177379; Cortinárius rapáceus; Fr. (1838); slonovinasta koprenka
677; 155851; Cortinárius renidens; Fr. (1838); poletna koprenka
678; 276539; Cortinárius rickeniánus; Maire (1937); Rickenova koprenka
679; 167302; Cortinarius rígens; (Pers.) Fr. (1838); korenasta koprenka
;sin; Cortinarius duracinus var. raphanicus; M.M. Moser (1967);trdobetna koprenka, redkvičasti različek
680; 329132; Cortinárius rigídipes; M.M. Moser'(1968); zelenodniščna koprenka
681; 167149; Cortinarius rigidus; (Scop.) Fr. (1838); drvena koprenka
682; 588766; Cortinárius roseolimbatus; Secr. ex Quél. (1888); rožastoroba koprenka
683; 166839; Cortinarius rubéllus; Cooke (1887); najlepša koprenka
684; 285772; Cortinarius rubicundulus; (Rea) A. Pearson (1946); rdečeča koprenka
685; 277217; Cortinárius safránopes; Rob. Henry (1938); žafranastobetna koprenka
686; 622261; Cortinarius salignus; (M.M. Moser 8: Gerw. Keller) G. Garnier (1992); vrbova koprenka
687; 178172; Cortinarius salor; Fr. (1838); mastna koprenka
688; 177547; Cortinárius sanguíneus; (Wulfen) Grey (1881); krvena koprenka
;sin; Cortinarius puniceus; P.D. Orton (1958);škrlatna koprenka
689; 177945; Cortinarius saniósus; (Fr.) Fr. (1838); kalužna koprenka
690; 456781; Cortinárius saturatus; J.E. Lange (1935); šopasta koprenka
691; 177635; Cortinarius saturnínus; (Fr.) Fr. (1838); svetloroba koprenka
692; 156618; Cortinárius scutulátus; (Fr.) Fr. (1838); ščitasta koprenka
693; 156307; Cortinárius sebáceus; Fr. (1838); lojasta koprenka
694; 296569; Cortinárius semisanguíneus; (Fr.) Gillet (1876); polkrvena koprenka
695; 295963; Cortinárius simulátus; P.D. Orton (1958); spremenljiva koprenka
696; 285773; Cortinárius sordéscens; Rob. Henry (1944); umazana koprenka
697; 536174; Cortinárius sphagnéti; P.D. Orton (1949); barjanska koprenka
698; 312142; Cortinárius sphagnógenus; (M.M. Moser) Nezdojm. (1976); šotna koprenka
699; 171608; Cortinarius spilomeus; (Fr.) Fr. (1863); bakrenopikasta koprenka
700; 295971; Cortinárius squamulósus; (Batsch) Rob. Henry (1959); naluskana koprenka
701; 160712; Cortinárius stemmatus; Fr. (1838); ovenčana koprenka
702; 160378; Cortinárius stillatítius; Fr. (1838); medova koprenka
703; 295972; Cortinárius strenuipes; Rob. Henry (1956); krepkobetna koprenka
704; 648838; Cortinárius strilpilus; J. Favre (1948); žleboroba koprenka
705; 295975; Cortinarius subannulátus; Jul. Schaff. & M.M. Moser (1957); polobročna koprenka
706; 132959; Cortinárius subelegantior; Rob. Henry (1987); grudičasta koprenka
707; 160661; Cortinárius subferrugineus; (Batsch) Fr. (1838);rjasta koprenka
708; 172364; Cortinárius subglutinósus; P. Karst. (1879); klejasta koprenka
709; 329152; Cortinárius subhygrophánicus; (M.M. Moser) M.M. Moser (1967); prepojena koprenka
710; 172077; Cortinárius sublanátus; (Sowerby) Fr. (1838); otrobasta koprenka
711; 546645; Cortinárius subolivéllus; Carteret & Reumaux (2009); stopničasta koprenka
;sin; Cortinarius infractus f. olivellus; M.M. Moser (1952);scefrana kopr., stopničasta oblika
712; 151266; Cortinarius subtortus; (Pers.) Fr. (1838); zasukana koprenka
713; 295996; Cortinárius subumbilicátus; Rob. Henry (1952); udrta koprenka
714; 295998; Cortinárius subválidus; Rob. Henry (1958); pegasta koprenka
715; 114814; Cortinárius subvioláscens; Rob. Henry ex Nezdojm. (1983); obročna koprenka
716; 151407; Cortinárius suíllus; Fr. (1838); svinjska koprenka
717; 151067; Cortinarius tabularis; (Fr.) Fr. (1838); razbarvana koprenka
718; 477024; Cortinarius tofáceus; Fr. (1838); lehnjakova koprenka
719; 115052; Cortinarius tophaceoides; M.M. Moser (1983); lehnjakasta koprenka
720; 165179; Cortinárius tórvus; (Fr.) Fr. (1838); polzastrta koprenka
721; 164677; Cortinárius tráganus; (Fr.) Fr. (1838); lilasta koprenka
722; 637113; Cortinárius tráganus var. odorátus; M.M. Moser (1967);lilasta koprenka, dišeči različek
723; 164343; Cortinárius trifórmis; Fr. (1838); vlažnoroba koprenka
724; 296006; Cortinárius triviális; J.E. Lange (1940); navadna koprenka
725; 312180; Cortinárius tubárius; Ammirati & A.H. Sm. (1972); mahova koprenka
726; 244182; Cortinárius turgidus; Fr. (1838); nabuhla koprenka
727; 244501; Cortinárius uráceus; Fr. (1838); osmojena koprenka
728; 587991; Cortinárius variécolor; (Pers.) Fr. (1838); raznobarvna koprenka
;sin; Cortinarius nemorensis; (Fr.) J.E. Lange (1940);hostna koprenka
;sin; Cortinarius variecolor var. largiusculus; (Britzelm.) M.M. Moser (1967);raznobarvna koprenka, oblotrosni različek
;sin; Cortinarius variecolor var. marginatus; (M.M. Moser) Quadr. (1985);raznobarvna koprenka, stopničasti različek
729; 312193; Cortinárius variipes; Rob. Henry (1977); nabrekla koprenka
730; 144173; Cortinárius várius; (Schaff.) Fr. (1838); šarasta koprenka
731; 285802; Cortinárius velenóvskyi; Rob. Henry (1940); hrenova koprenka
732; 143469; Cortinarius venetus; (Fr.) Fr. (1838); beneška koprenka
733; 281528; Cortinarius veregregius; Rob. Henry (1938); privlačna koprenka
734; 239606; Cortinárius vernalis; Rob. Henry (1961) Peck (1872); pomladanska koprenka
735; 415637; Cortinárius vérnus; H. Lindstr. & Melot (1994); rožastobetna koprenka
736; 239546; Cortinárius violáceus; (L.) Gray (1821); vijoličasta koprenka
737; 486912; Cortinárius virídipes; M.M. Moser (1957); zelenobetna koprenka
738; 255440; Cortinárius volvátus; A.H. Sm. (1939); ovita koprenka
739; 249092; Cortinarius zinziberatus; (Scop.) Fr. (1838); ingverjeva koprenka
740; 171344; Cosmóspora coccínea; Rabenh. (1862); luknjačeva ovenčanotroska
;sin; Nectria cosmariospora; Ces. & De Not. (1863);luknjačeva bradavička
741; 329218; Cotylídia pannósa; (Sowerby) D.A. Reid (1965); šopasta parožica
742; 153130; Crateréllus córnucopioídes; (L.) Pers. (1825); črna trobenta
743; 184644; Crateréllus lutescens; (Fr.) Fr. (1838); žolta trobenta
;sin; Cantharellus lutescens; Fr. (1821);žolta lisička
744; 455453; Crateréllus tubaefórmis; (Fr.) Quél. (1888); lijasta trobenta
;sin; Cantharellus tubaeformis; Fr. (1821);lijasta lisicka
;sin; Cantharellus tubaeformis var. lutescens; Fr. (1838);lijasta lisička, drobceni različek
745; 559282; Crateréllus undulátus; (Pers.) E. Campo & Papetti, Boll. 3 (2021); nagubana trobenta
;sin; Pseudocraterellus undulatus; (Pers.) Rauschert, Feddes Repert. (1987);nagubana patrobenta
746; 184669; Crepidótus applanátus; (Pers.) P. Kumm. (1871); sploščena postrančica
747; 296074; Crepidótus autochthonus; J.E. Lange (1938); samonikla postrančica
748; 412902; Crepidótus brunneoróseus; Courtec. (1994); rjava postrančica
749; 260018; Crepidotus caspari; Velen. (1926); gostolistna postrančica
;sin; Crepidotus amygdalosporus; Kuhner (1954);smetanasta postrančica
;sin; Crepidotus lundellii; Pilát (1936);Lundellova postrančica
750; 191614; Crepidótus cesátii; (Rabenh.) Sacc. (1877); Cesatijeva postrančica
;sin; Crepidotus sphaerosporus; (Pat.) J.E. Lange (1938);oblotrosna postrančica
751; 180169; Crepidótus cinnabarinus; Peck (1895); cinobrasta postrančica
752; 187144; Crepidótus crocophyllus; Berk., (Berk.) Sacc.(1887); žafranastolistna postrančica
753; 187234; Crepidótus epíbryus; (Fr.) Quél. (1888); šotna postrančica
;sin; Pleurotellus graminicola; Fayod (1893);travni ostrigarček
754; 209274; Crepidótus luteolus; Sacc. (1887); rumena postrančica
755; 447953; Crepidótus macedónicus; Pilát (1948); makedonska postrančica
756; 204426; Crepidótus móllis; (Schaff.) Staude (1857); zdrizasta postrančica
757; 248625; Crepidótus variábilis; (Pers.) P. Kumm. (1871); raznolična postrančica
758; 248318; Cribrária aurantíaca; Schrad. (1797); oranžna sitka
759; 312286; Cribraria persoonii; Nann.-Bremek. (1971); Persoonova sitka
760; 236792; Cribraria pirifórmis; Schrad. (1797); hruškasta sitka
761; 133022; Crinipellis scabélla; (Alb. & Schwein.) Murrill (1915); kolobarčasta dlakavka
762; 329345; Cristínia helvética; (Pers.) Parmasto (1968); bradavičasta konopčevka
763; 252929; Crucibulum laéve; (Huds.) Kambly (1936); navadni lonček
764; 239072; Cucurbitaria berberidis; (Pers.) Grev. (1821); češminova brbončevka
765; 226574; Cudónia círcinans; (Pers.) Fr. (1849); kolobarna ščitoglavka
766; 227125; Cudónia confusa; Bres. (1892); vitka ščitoglavka
767; 220435; Cudoniélla aciculáris; (Bull.) J. Schrót. (1893); bucikasta žebljarka
768; 329421; Cudoniélla clavus; (Alb. & Schwein.) Dennis (1964); potočna žebljarka
769; 569187; Cuphophyllus boreális; (Peck) Bon ex Courtec. (1985); grbičasta tratnica
770; 131787; Cuphophyllus canéscens; (A.H. Sm. & Hesler) Bon (1990); sivkasta tratnica
771; 438233; Cuphophyllus colemanniánus; (A. Bloxam) Bon (1985); rjava tratnica
772; 105215; Cuphophyllus flávipes; (Britzelm.) Bon (1985); rumenodniščna tratnica
773; 804132; Cuphophyllus fornicátus; (Fr.) Lodge, Padamsee & Vizzini (2013); oblokasta tratnica
;sin; Hygrocybe fornicata; (Fr.) Singer (1951);oblokasta vlažnica
;sin; Hygrocybe fornicata var. streptopus; (Fr.) Arnolds (1985);oblokasta vlažnica, zasukani različek
774; 104156; Cuphophyllus lácmus; (Schumach.) Bon (1985); modrikasta tratnica
;sin; Cuphophyllus subviolaceus; (Peck) Bon (1985);sivovijoličasta tratnica
775; 105223; Cuphophyllus praténsis; (Fr.) Bon (1985); travniška tratnica
;sin; Cuphophyllus berkeleyi; (P.D. Orton & Watling) Bon (1985);belkasta tratnica
;sin; Hygrophorus karstenii; Sacc. & Cub. (1887);Karstenova polževka 
776; 554738; Cuphophyllus roséipes; (Massee) Bon (1989); rožnobetna tratnica
;sin; Cuhophyllus niveus f. roseipes; (Massee) Bon (1989);snežna tratnica, rožnobetna oblika 
777; 105224; Cuphophyllus russocoriáceus; (Berk. & T.K. Mill.) Bon (1985); cedrova tratnica 
;sin; Hygrocybe russocoriacea; (Berk. & T.K. Mill.) BD. Orton & Watling (1969);cedrova vlažnica 
778; 127382; Cuphophyllus virgíneus; (Wulfen) Kovalenko (1989); deviška tratnica
;sin; Cuphophyllus niveus; (Scop.) Bon (1985);snežna tratnica 
;sin; Cuphophyllus subradiatus; (Schumach.) Bon (1985);žarkasta tratnica
779; 550673; Cyanobolétus pulveruléntus; (Opat.) Gelardi, Vizzini & Simonini (2014); spreminjavi modrivec
;sin; Boletus pulverulentus; Opat. (1836);spreminjavi goban
780; 144401; Cyanósporus caésius; (Schrad.) McGinty (1909); modri sinjetrosnik
;sin; Oligoporus caesius; (Schrad.) Gilb. & Ryvarden (1985);modri skutovec
;sin; Postia caesia; (Schrad.) P. Karst. (1881);modri skutovec
781; 819275; Cyanósporus subcaésius; (A. David) B.K. Cui, L.L. Shen & Y.C. Dai (2018); modrikasti sinjetrosnik
;sin; Oligoporus subcaesius; (A. David) Ryvarden & Gilb. (1993);modrikasti skutovec
;sin; Postia subcaesia; (A. David) Julich (1982);modrikasti skutovec
782; 215509; Cyathus ólla; (Batsch) Pers. (1801); gladki košek
783; 211346; Cyathus stercóreus; (Schwein.) De Toni (1888); govnov košek
784; 211223; Cyathus striátus; Willd. (1787); črtkani košek
785; 550610; Cyclócybe aegeríta; (V. Brig.) Vizzini (2014); užitna topolovka
786; 550605; Cyclócybe cylindrácea; (DC.) Vizzini & Angelini (2014); valjasta topolovka
;sin; Agrocybe cylindracea; (DC.) Maire (1938);topolova njivnica
787; 550602; Cyclócybe erébia; (Fr.) Vizzini & Matheny (2014);nažlebkana topolovka
;sin; Agrocybe erebia; (Fr.) Kuhner ex Singer (1939);nažlebkana njivnica 
788; 312444; Cylindrobasidium evólvens; (Fr.) Julich (1974); ploski skorjevec
789; 210816; Cyphélla digitalis; (Alb. & Schwein.) Fr. (1822); jelkova kajfežulja
790; 551031; Cystoagáricus hirtosquamulósus; (Peck) Órstadius & E. Larss. (2015); luskati črnjavec
791; 630307; Cystoagáricus sylvéstris; (Gillet) Orstadius & E. Larss. (2015); gozdni črnjavec
;sin; Psathyrella populina; (Britzelm.) Kits van Wav. (1985);gozdna črnivka
792; 121919; Cystodérma amiánthinum; (Scop.) Fayod (1889); rjava zrnovka
793; 357219; Cystodérma carchárias; (Pers.) Fayod (1889); gorska zrnovka
794; 285947; Cystodérma fállax; A.H. Sm. & Singer (1945); varljiva zrnovka
795; 329550; Cystodérma simulátum; P.D. Orton (1960); trhlolesna zrnovka
796; 296355; Cystodérma supérbum; Huijsman (1956); krasna zrnovka
797; 372392; Cystodermélla ambrósii; (Bres.) Harmaja (2002); Ambrožev zrnovec
798; 372397; Cystodermella cinnabárina; (Alb. & Schwein.) Harmaja (2002); cinobrasti zrnovec
;sin; Cystoderma cinnabarinum; (Alb. & Schwein.) Fayod (1889);cinobrasta zrnovka 
799; 372404; Cystodermella granulosa; (Batsch) Harmaja (2002); hrapavi zrnovec
;sin; Cystoderma granulosum; (Batsch) Fayod (1889);hrapava zrnovka
800; 807023; Cystodermélla térryi; (Berk. & Broome) Bellu (2014); minijasti zrnovec
;sin; Cystoderma terryi; (Berk. & Broome) Harmaja (1978);cinobrasta zrnovka
801; 285955; Cystogómphus humblótii; Singer (1942); Humblotov mehurničar
802; 312538; Cystolepióta adulterína; (F. H. Møller) Bon (1976); varljiva prahoglavka
803; 312540; Cystolepióta bucknállii; (Berk. & Broome) Singer & Clemencon (1972); vonjava prahoglavka
804; 312558; Cystolepióta seminuda; (Lasch) Bon (1976); belkasta prahoglavka
805; 105234; Cystolepióta sistráta; (Fr.) Singer ex Bon & Bellu (1985); golobetna prahoglavka
806; 296367; Cystostéreum murráyi; (Berk. & M.A. Curtis) Pouzar (1959); kokosova skladovka
807; 277272; Cytidia salicina; (Fr.) Burt (1924);vrbina naležnica
808; 237088; Cytóspora nívea; Fuckel (1860); trepetlikin trgaček
809; 141916; Dacrymyces chrysospermus; Berk. & M.A. Curtis (1873); pahljačasta solzovka
810; 248228; Dacrymyces minor; Peck (1878); drobna solzovka
811; 151900; Dacrymyces stillátus; Nees (1817); kapljasta solzovka
812; 246294; Daedálea quercína; (L.) Pers. (1801); hrastova labirintnica
813; 355679; Daedaleópsis confragósa; (Bolton) J. Schrót. (1888); rdečeča zvitocevka
814; 803404; Daedaleópsis nítida; (Durieu & Mont.) Zmitr. & Malysheva (2013); črničevna zvitocevka
;sin; Scenidium nitidum; (Durieu & Mont.) Kuntze (1898);črničevni satjevec
815; 118341; Daedaleópsis trícolor; (Bull.) Bondartsev & Singer (1941); tribarvna zvitocevka
816; 460536; Daldinia childiae; (J.D. Rogers & Y.M. Ju (1999); hruškasta óglarka
817; 146158; Daldínia concéntrica; (Bolton) Ces. & De Not. (1863); slojevita óglarka
818; 436500; Daldínia petriniae; Y. M. Ju, J. D. Rogers & F. San Martin (1997); hrapava óglarka
819; 474113; Daldinia pyrenáica; M. Stadler & Wollw. (2001); pirenejska óglarka
820; 249419; Daldínia vernicosa; Ces. & De Not. (1863); pecljata óglarka
821; 312694; Dasyscyphélla nívea; (R. Hedw.) Raitv. (1970); hrastov kocinovec
;sin; Dasyscyphus niveus; (R. Hedw.) Sacc. (1889);hrastova kocinovka
822;178700; Deconica coprophila;;govnov gologlavec
;sin; Psilocybe coprophila; (Bull.) P. Kumm. (1871);govnova gologlavka 
823;515388; Deconica merdaria;;gnojev gologlavec
;sin; Psilocybe merdaria;;gnojeva gologlavka
824;329735; Deconica montana;;gorski gologlavec
;sin; Psilocybe montana; (Pers.) P. Kumm. (1871);gorska gologlavka 
825;515379; Deconica phyllogena;;rombastotrosni gologlavec
;sin; Psilocybe rhombispora; (Britzelm.) Sacc. (1895);rombastotrosna gologlavka
826; 583353; Delicatula cuspidata;;zašiljena belka
827; 438253; Delicatula integrélla; (Pers.) Fayod (1889); navadna belka
828; 329775; Dendrothele acerina;;javorjeva lišajevka
829; 329776; Dendrothele alliácea; (Quél.) P.A. Lemke (1965); brestova lišajevka
830; 329808; Dentipéllis frágilis; (Pers.) Donk (1962); drobljivi kožozob 
831; 118828; Dérmea cerási; (Pers.) Fr. (1825); češnjeva brbonka
832; 115056; Dermocybe carpineti;;gabrova kožarka
833; 312903; Dermócybe vulcánica; Bon (1975); zlatolistna kožarka
834; 129540; Dermoloma cuneifolium;; klinolistna žametovka
835; 329824; Dermoloma josserandii;; mokarična žametovka
836; 819125; Desarmillaria tabescens;;dobov štorovec
;sin; Armillaria tabescens; (Scop.) Emel. (1921);dobova mraznica
837; 517471; Diáchea leucopóda; (Bull.) Rostaf. (1875); belobetni zlatenec
838; 431582; Dialonectria episphaeria;;zajedalska mehurčica
;sin; Nectria episphaeria; (Tode) Fr. (1849);parazitska bradavička
839; 433646; Dialonectria sanguinea;;krvnordeča mehurčica
;sin; Nectria sanguinea; (Bolton) Fr. (1849);krvnordeča bradavička 
840; 216709; Diatrype bullata;;blazinasti predirnik
841; 132550; Diátrype decorticata; (Pers.) Rappaz (1987); obližasti predirnik 
842; 233766;Diatrype disciformis;;bukov predirnik
843; 220872;Diátrype stígma; (Hoffm.) Fr. (1849); ploščati predirnik 
844; 221779;Diatrypella favacea;;bradavičasta predirnica
845; 215896;Diatrypella quercina;;hrastova predirnica
846; 119378;Dictydiaethálium plambeum; (Schumach.) Rostaf. ex Lister (1894); sivi cvetovec
847; 242247; Didymium nigripes; (Link) Fr. (1829); črnobetna makovka
848; 248544; Discina ancilis;;široka medaljonka
;sin; Gyromitra perlata; (Fr.) Harmaja (1969); široki hrček
849; 313270; Discina fastigata;;slemenasta medaljonka
;sin; Gyromitra fastigiata; (Krombh.) Rehm (1895);slemenasti hrček
850; 239982; Discina melaleuca;;črneča medaljonka
;sin; Gyromitra melaleuca; (Bres.) Donadini (1976);črneči hrček
851; 102531; Disciótis venósa; (Pers.) Arnould (1893); žilnata ponvica
852; 829093; Dissingia leucomelaena;;gladokbetna loputarka
;sin; Helvella leucomelaena; (Pers.) Nannf. (1941);gladkobetni loputar
853; 492544; Ditángium cerasi; (Schumach.) Costantin & L.M. Dufour (1891); rožnati krhlikovec
854; 313312; Ditiola peziziformis;;skledičasta zdrizovka
855; 151130; Ditíola radicáta; (Alb. & Schwein.) Fr. (1822); pecljata zdrizovka
856; 313425; Dumontinia tuberosa; (Bull.) L.M. Kohn (1979); gomoljasta zalogarica
857; 146892; Durella macrospora; Fuckel (1870); velikotrosna trdelka
858; 354364; Echinoderma asperum;; hrapava trnovka
859; 354367; Echinodérma calcicola; (Knudsen) Bon (1991); krivoluska trnovka 
860; 354370; Echinoderma echinaceum;;bodičasta trnovka
861; 354370; Echinodérma hystrix; (F. H. Møller & J. E. Lange) Bon (1991); čvrstoluska trnovka 
862; 487698; Echinoderma jacobi;;temnoluska trnovka
863; 354371; Echinoderma perplexum; (Knudsen) Bon (1991); ostroluska trnovka 
864; 504932; Efibula tuberculata;;bradavičasta mrenica
865; 213588; Elaphomyces asperulus;;bradavičasta košutnica
866; 213648; Elaphómyces granulátus; Fr. (1829); zrnata košutnica
867; 203760; Elaphomyces muricatus;;bodikasta košutnica
868; 248869; Enchnóa infernális; (Kunze) Fuckel (1871); hrastova pečkovka
869; 202507; Enocelia furfuracea;;mekinasta mehurčevka
870; 266018; Enocelia glaberrima;;gabrova mehurčevka
871; 198076; Enocelia tillacea;;lipova mehurčevka
872; 249215; Enerthenéma papillátum; (Pers.) Rostaf. (1876); pecljata prosenka
873; 107949; Engyodóntium aranedrum; (Cavara) W. Gams, de H., Sam. & H.C. Evan. (1984); matijev volnaček
874; 519992; Entocybe nitida;;modra rdečelistarka 
;sin; Entoloma nitidum;;modra rdečelistka
875; 519996; Entocybe turbida;;šotiščna rdečelistarka
;sin; Entoloma turbidum; (Fr.) Quél. (1872);šotiščna rdečelistka 
876; 110634; Entoloma allochroum;;vijoličnobetna rdečelistka
877; 230106; Entoloma améides; (Berk. & Broome) Sacc. (1887); dišeča rdečelistka 
878; 240069; Entoloma aprile;;aprilska rdečelistka
879; 313665; Entolóma araneósum; (Quél.) M.M. Moser (1978); srebrnovlaknata rdečelistka
880; 313669; Entoloma asprellum;;zrnata rdečelistka
881; 297235; Entoloma bahusiense; S. Lundell (1953); razbarvana rdečelistka
882; 221900; Entolóma bloxamii; (Berk. & Broome) Sacc. (1887); modrikasta rdečelistka 
883; 110639; Entoloma catalaunicum; (Singer) Noordel. (1982); planinska rdečelistka
884; 313688; Entolóma cetrátum; (Fr.) M.M. Moser (1978); seskasta rdečelistka
885; 528908; Entolóma chalybéum; (Pers.) Noordel. (1982); tratna rdečelistka
;sin; Entoloma chalybaeum var. lazulinum; (Fr.) Noordel. (1984);tratna rdečelistka, ožlebičeni različek
886; 113470; Entoloma clandestinum; (Fr.) Noordel. (1980); skrivna rdečelistka
887; 193495; Entolóma clypeátum; (L.) P. Kumm. (1871); užitna rdečelistka
888; 113471; Entolóma conferendum; (Britzelm.) Noordel. (1980); križnotrosna rdečelistka
889; 110643; Entolóma corvinum; (Kuhner) Noordel. (1982); vranja rdečelistka
890; 313699; Entoloma cuneátum; (Bres.) M.M. Moser (1978); rjavorumena rdečelistka
891; 196899; Entolóma díchroum; (Pers.) P. Kumm. (1871); dvobarvna rdečelistka
892; 297241; Entolóma éuchroum; (Pers.) Donk (1949); barvita rdečelistka
893; 198230; Entolóma excéntricum; Bres. (1881); nesomerna rdečelistka
894; 104241; Entolóma formósum; (Fr.) Noordel. (1985); rjavoluskata rdečelistka
895; 199506; Entolóma gríseocyáneum; (Fr.) P. Kumm. (1871); luskata rdečelistka
896; 110645; Entolóma hébes; (Romagn.) Trimbach (1981); šibka rdečelistka
897; 313732; Entolóma hirtipes; (Schumach.) M.M. Moser (1978); zoprna rdečelistka
898; 330489; Entolóma incánum; (Fr.) Hesler (1967); zelenkasta rdečelistka
899; 170436; Entolóma jubátum; (Fr.) P. Karst. (1879); kosmičasta rdečelistka
900; 330494; Entolóma lámpropus; (Fr.) Hesler (1967); jeklenomodra rdečelistka
901; 110651; Entolóma línkii; (Fr.) Noordel. (1982); temnoroba rdečelistka
902; 313751; Entolóma lividoalbum; (Kuhner & Romagn.) Kubička (1975); bleda rdečelistka
903; 106093; Entolóma lívidocyánulum; (Kuhner) M.M. Moser (1986); modrikastobetna rdečelistka
904; 136743; Entoloma longistriátum; (Peck) Noordel. (1988); žlebasta rdečelistka
905; 178726; Entolóma madidum; Gillet (1876); modrinasta rdečelistka
906; 313760; Entoloma minutum; (P. Karst.) Noordel. (1979); drobna rdečelistka
907; 330513; Entolóma mougeótii; (Fr.) Hesler (1967); sivovijoličasta rdečelistka
908; 313763; Entolóma myrmecóphilum; (Romagn.) M.M. Moser (1978); črnikasta rdečelistka
909; 104245; Entolóma niphoídes; Romagn. ex Noordel. (1985); snežnata rdečelistka
910; 535080; Entoloma omphaliiforme; (Velen.) Noordel. (1979); popkasta rdečelistka
911; 313775; Entolóma ortónii; Arnolds & Noordel. (1979); trdokožna rdečelistka
912; 297249; Entolóma papillátum; (Bres.) Dennis (1953); seskata rdečelistka
913; 105303; Entolóma parasíticum; (Quél.) Kreisel (1984); zajedalska rdečelistka
914; 313788; Entoloma platyphylloides; (Romagn.) Largent (1974); širokolistna rdečelistka
915; 104249; Entolóma plebéjum; (Kalchbr.) Noordel. (1985); rana rdečelistka
916; 104250; Entoloma pleopódium; (Bull.) Noordel. (1985); vonjava rdečelistka
917; 116267; Entolóma polítum; (Pers.) Noordel. (1981); vrbina rdečelistka
918; 438319; Entolóma pórphyrophaéum; (Fr.) P. Karst. (1879); porfirasta rdečelistka 
919; 197289; Entolóma prunuloídes; (Fr.) Quél. (1872); mokariéna rdečelistka
920; 109506; Entolóma quelétii; (Boud.) Noordel. (1983); Quéletova rdečelistka
921; 110656; Entoloma guerguedula; (Romagn.) Noordel. (1982); modrozelena rdečelistka
922; 196225; Entolóma rhodopolium; (Fr.) P. Kumm. (1871); nizka rdečelistka
;sin; Entoloma rhodopolium f. nidorosum; (Fr.) Noordel. (1989);nizka rdečelistka, smrdeča oblika
923; 313808; Entolóma rhombisporum; (Kuhner & Boursier) E. Horak (1976); rombotrosna rdečelistka
924; 195798; Entolóma saundérsii; (Fr.) Sacc. (1887); marčna rdečelistka
925; 493302; Entolóma sepium; (Noulet & Dass.) Richon & Roze (1880); trnuljina rdečelistka
926; 225312; Entolóma sericátum; (Britzelm.) Sacc. (1895); svilasta rdečelistka
927; 225035; Entolóma sericéllum; (Fr.) P. Kumm. (1871); bela rdečelistka
928; 113479; Entolóma sericeoídes; (J.E. Lange) Noordel. (1980); zloščena rdečelistka
929; 202631; Entolóma seríceum; (Bull.) Quél. (1872); bleščeča rdečelistka
930; 330543; Entolóma serrulátum; (Pers.) Hesler (1967); črnomodra rdečelistka
931; 224074; Entolóma sinuátum; (Bull.) P. Kumm. (1871); velika rdečelistka
;sin; Entoloma lividum; Quél. (1872);bledičasta rdečelistka
932; 109749; Entoloma sodale; Kuhner & Romagn. ex Noordel. (1982); gorska rdečelistka
