URL;LatinName;SlovenianName;FullName;Uzitnost
https://www.gobe.si/Gobe/LactariusFlexuosus;Lactarius flexuosus;vegasta mlečnica;Lactárius flexuósus (Pers.) Gray (1821);neužitna
https://www.gobe.si/Gobe/CalvatiaCyathiformis;Calvatia cyathiformis;skledasta plešivka;Calvátia cyathifórmis (Bosc) Morgan (1890);mlada užitna
https://www.gobe.si/Gobe/PseudoclitocybeObbata;Pseudoclitocybe obbata;obgozdna palivka;Pseudoclitócybe obbáta (Fr.) Singer (1962);neužitna
https://www.gobe.si/Gobe/XerulaRenati;Xerula renati;Renejev širokolistar;Xérula renáti (Clémençon) Contu (1998);neužitna
https://www.gobe.si/Gobe/LeucocoprinusMagnusianus;Leucocoprinus magnusianus;rumenogrbi dežnikovec;Leucocóprinus magnusiánus (Henn.) Singer (1951);neužitna
https://www.gobe.si/Gobe/SphaerobolusStellatus;Sphaerobolus stellatus;bleščavi bucikar;Sphaeróbolus stellátus Tode (1790);neužitna
https://www.gobe.si/Gobe/TyromycesKmetii;Tyromyces kmetii;oranžni sirovec;Tyrómyces kmétii (Bres.) Bondartsev & Singer (1941);neužitna
https://www.gobe.si/Gobe/CortinariusImbutus;Cortinarius imbutus;prežeta koprenka;Cortinárius imbútus Fr. (1838);užitnost neznana
https://www.gobe.si/Gobe/InocybeAssimilata;Inocybe assimilata;šopasta razcepljenka;Inócybe assimiláta Britzelm. (1881);strupena
https://www.gobe.si/Gobe/AntrodiaAlbida;Antrodia albida;belkasta trhlica;Antródia álbida (Fr.) Donk (1966);neužitna
https://www.gobe.si/Gobe/LactariusRuginosus;Lactarius ruginosus;rebrava mlečnica;Lactárius ruginósus Romagn. (1957);neužitna
https://www.gobe.si/Gobe/RussulaSphagnophila;Russula sphagnophila;mahova golobica;Rússula sphagnóphila Kauffman (1909);neužitna
https://www.gobe.si/Gobe/EntolomaPlatyphylloides;Entoloma platyphylloides;širokolistna rdečelistka;Entolóma plátyphylloídes (Romagn.) Largent (1974);užitnost neznana
https://www.gobe.si/Gobe/PhanerochaeteSordida;Phanerochaete sordida;belkasta mrenovka;Phanerochaéte sórdida (P. Karst.) J. Erikss. & Ryvarden (1978);neužitna
https://www.gobe.si/Gobe/LepiotaClypeolarioides;Lepiota clypeolarioides;polobuti dežniček;Lepióta clypeolarioídes Rea (1922);neužitna
https://www.gobe.si/Gobe/CortinariusAffinis;Cortinarius affinis;mravljiščna koprenka;Cortinárius affínis Allesch. (1892);užitnost neznana
https://www.gobe.si/Gobe/PodofomesTrogii;Podofomes trogii;jelkin irhovec;Podofómes trógii (Fr.) Pouzar (1971);neužitna
https://www.gobe.si/Gobe/HydnellumScabrosum;Hydnellum scabrosum;hrapava ježevka;Hydnéllum scabrósum (Fr.) E. Larss., K.H. Larss. & Kõljalg (2019);neužitna
https://www.gobe.si/Gobe/PlicaturaNivea;Plicatura nivea;jelševa nabranka;Plicatúra nívea (Sommerf.) P. Karst. (1889);neužitna
https://www.gobe.si/Gobe/VolvariellaPusilla;Volvariella pusilla;pritlikava nožničarka;Volvariélla pusílla (Pers.) Singer (1951);neužitna
https://www.gobe.si/Gobe/CortinariusCastaneus;Cortinarius castaneus;kostanjevorjava koprenka;Cortinárius castáneus (Bull.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/AmanitaGracilior;Amanita gracilior;koničastoluska mušnica;Amaníta gracílior Bas & Honrubia (1982);užitnost neznana
https://www.gobe.si/Gobe/CortinariusComptulus;Cortinarius comptulus;nakosmičena koprenka;Cortinárius cómptulus M.M. Moser (1968);neužitna
https://www.gobe.si/Gobe/CortinariusSphagneti;Cortinarius sphagneti;barjanska koprenka;Cortinárius sphagnéti P.D. Orton (1949);neužitna
https://www.gobe.si/Gobe/HymenopellisXeruloides;Hymenopellis xeruloides;podaljšana širokolistarica;Hymenopéllis xeruloídes (Bon) R.H. Petersen (2010);neužitna
https://www.gobe.si/Gobe/DiatrypeDisciformis;Diatrype disciformis;bukov predirnik;Diátrype discifórmis (Hoffm.) Fr. (1849);neužitna
https://www.gobe.si/Gobe/CortinariusFinitimus;Cortinarius finitimus;nižinska koprenka;Cortinárius finítimus (Weinm.) P. Karst. (1879);strupena
https://www.gobe.si/Gobe/InocybeHystrix;Inocybe hystrix;bodičasta razcepljenka;Inócybe hýstrix (Fr.) P. Karst. (1879);neužitna
https://www.gobe.si/Gobe/InocybeCurvipes;Inocybe curvipes;krivobetna razcepljenka;Inócybe cúrvipes P. Karst. (1890);neužitna
https://www.gobe.si/Gobe/InocybePraetervisa;Inocybe praetervisa;zgodnja razcepljenka;Inócybe praetervísa Quél. (1883);užitnost neznana
https://www.gobe.si/Gobe/PhloeomanaHiemalis;Phloeomana hiemalis;(zimska čeladka);Phloeómana hiemális (Osbeck) Redhead (2016);neužitna
https://www.gobe.si/Gobe/CiboriaCaucus;Ciboria caucus;mačični kelihovec;Cibória cáucus (Rebent.) Fuckel (1870);neužitna
https://www.gobe.si/Gobe/HebelomaPopulinum;Hebeloma populinum;(topolova medlenka);Hebelóma populínum Romagn. (1965);neužitna
https://www.gobe.si/Gobe/PhloeomanaSpeirea;Phloeomana speirea;popkasta čeladka;Phloeómana speírea (Fr.) Redhead (2013);neužitna
https://www.gobe.si/Gobe/PluteusPseudorobertii;Pluteus pseudorobertii;črnomekinasta ščitovka;Plúteus pseudorobértii M.M. Moser (1953);neužitna
https://www.gobe.si/Gobe/CortinariusPrivignoides;Cortinarius privignoides;debelobetna koprenka;Cortinárius privignoídes Rob. Henry (1948);neužitna
https://www.gobe.si/Gobe/PsathyrellaPseudogracilis;Psathyrella pseudogracilis;vitka črnivka;Psathyrélla pseudográcilis (Romagn.) M.M. Moser (1967);Psathyrélla pseudográcilis (romagn.) m.m. moser (1967);neužitna
https://www.gobe.si/Gobe/CortinariusArgentatus;Cortinarius argentatus;srebrna koprenka;Cortinárius argentátus (Pers.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/MycenellaBryophila;Mycenella bryophila;mahova žametnica;Mycenélla bryóphila (Voglino) Singer (1951);neužitna
https://www.gobe.si/Gobe/CortinariusArgenteopileatus;Cortinarius argenteopileatus;posrebrena koprenka;Cortinárius argénteopileátus Nezdojm. (1983);užitnost neznana
https://www.gobe.si/Gobe/EntolomaCatalaunicum;Entoloma catalaunicum;planinska rdečelistka;Entolóma cataláunicum (Singer) Noordel. (1982);strupena
https://www.gobe.si/Gobe/StereumOchraceoflavum;Stereum ochraceoflavum;vejina slojevka;Stéreum ochráceoflávum (Schwein.) Fr. (Schwein.) Sacc. (1888);neužitna
https://www.gobe.si/Gobe/CortinariusAmigochrous;Cortinarius amigochrous;lešnikasta koprenka;Cortinárius amigóchrous Kühner (1989);užitnost neznana
https://www.gobe.si/Gobe/RussulaViolacea;Russula violacea;vijoličasta golobica;Rússula violácea Quél. (1883);strupena
https://www.gobe.si/Gobe/ClitocybeObsoleta;Clitocybe obsoleta;dišeča livka;Clitócybe obsoléta (Batsch) Quél. (1872);strupena
https://www.gobe.si/Gobe/LactariusResimus;Lactarius resimus;zavihana mlečnica;Lactárius resímus (Fr.) Fr. (1838);pogojno užitna
https://www.gobe.si/Gobe/CortinariusSordescens;Cortinarius sordescens;umazana koprenka;Cortinárius sordéscens Rob. Henry (1944);neužitna
https://www.gobe.si/Gobe/CortinariusLeucopus;Cortinarius leucopus;neznačilna koprenka;Cortinárius léucopus (Bull.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/PhlebiaCoccineofulva;Phlebia coccineofulva;rumena žilnica;Phlébia coccíneofúlva Schwein. (1834);neužitna
https://www.gobe.si/Gobe/ClavariaArgillacea;Clavaria argillacea;glinasta kijevka;Clavária argillácea Pers. (1797);neužitna
https://www.gobe.si/Gobe/PhellinusLaevigatus;Phellinus laevigatus;brezov plutač;Phéllinus laevigátus (Fr.) Bourdot & Galzin (1928);neužitna
https://www.gobe.si/Gobe/RussulaCuprea;Russula cuprea;bakrenasta golobica;Rússula cúprea (Krombh.) J.E. Lange (1926);neužitna
https://www.gobe.si/Gobe/HypholomaEpixanthum;Hypholoma epixanthum;rjavolistna žveplenjača;Hypholóma epixánthum (Fr.) Quél. (1872);neužitna
https://www.gobe.si/Gobe/InocutisRheades;Inocutis rheades;trepetlikin luknjar;Inocútis rheádes (Pers.) Fiasson & Niemelä (1984);neužitna
https://www.gobe.si/Gobe/LyophyllumCapniocephalum;Lyophyllum capniocephalum;šopasti zajček;Lyophýllum capniocéphalum (Bull.) Kühner (1938);neužitna
https://www.gobe.si/Gobe/AntrodiellaParasitica;Antrodiella parasitica;zajedalska trhlička;Antrodiélla parasítica Vampola (1991);neužitna
https://www.gobe.si/Gobe/CortinariusPachypus;Cortinarius pachypus;tolsta koprenka;Cortinárius páchypus M.M. Moser (1968);neužitna
https://www.gobe.si/Gobe/InocybeOblectabilis;Inocybe oblectabilis;poletna razcepljenka;Inócybe oblectábilis (Britzelm.) Sacc. (1882);užitnost neznana
https://www.gobe.si/Gobe/EntolomaQueletii;Entoloma queletii;Quéletova rdečelistka;Entolóma quelétii (Boud.) Noordel. (1983);strupena
https://www.gobe.si/Gobe/FuscopostiaLeucomallella;Fuscopostia leucomallella;rjavopasasta sirnica;Fuscopóstia leucomallélla (Murrill) B.K. Cui, L.L. Shen & Y.C. Dai (2019);neužitna
https://www.gobe.si/Gobe/CalonariusXanthochlorus;Calonarius xanthochlorus;rumenozeleni koprenar;Calonárius xánthochlórus (Rob. Henry) Niskanen & Liimat. (2022);neužitna
https://www.gobe.si/Gobe/RussulaGracillima;Russula gracillima;sloka golobica;Rússula gracíllima Jul. Schäff. (1931);neužitna
https://www.gobe.si/Gobe/GalerinaHypnorum;Galerina hypnorum;mahovna kučmica;Galerína hypnórum (Schrank) Kühner (1935);neužitna
https://www.gobe.si/Gobe/MembranomycesSpurius;Membranomyces spurius;kožasta predivovka;Membranómyces spúrius (Bourdot) Jülich (1975);neužitna
https://www.gobe.si/Gobe/CortinariusGlandicolor;Cortinarius glandicolor;črnikasta koprenka;Cortinárius glandícolor (Fr.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/CortinariusIntermedius;Cortinarius intermedius;vmesna koprenka;Cortinárius intermédius Rob. Henry (1952);užitnost neznana
https://www.gobe.si/Gobe/DitiolaRadicata;Ditiola radicata;pecljata zdrizovka;Ditíola radicáta (Alb. & Schwein.) Fr. (1822);neužitna
https://www.gobe.si/Gobe/AleurodiscusDisciformis;Aleurodiscus disciformis;diskasti kolutec;Aleurodíscus discifórmis (DC.) Pat. (1894);neužitna
https://www.gobe.si/Gobe/CortinariusTurgidus;Cortinarius turgidus;nabuhla koprenka;Cortinárius túrgidus Fr. (1838);neužitna
https://www.gobe.si/Gobe/TricholomaFucatum;Tricholoma fucatum;naličena kolobarnica;Tricholóma fucátum (Fr.) P. Kumm. (1871);užitnost neznana
https://www.gobe.si/Gobe/TricholomaRapipes;Tricholoma rapipes;debelobetna kolobarnica;Tricholóma rápipes (Krombh.) Heilm.-Claus. & Mort. Chr. (2017);pogojno užitna
https://www.gobe.si/Gobe/RussulaPseudointegra;Russula pseudointegra;grenkobna golobica;Rússula pseudoíntegra Arnould & Goris (1907);neužitna
https://www.gobe.si/Gobe/PluteusDietrichii;Pluteus dietrichii;razpokana ščitovka;Plúteus dietríchii Bres. (1905);neužitna
https://www.gobe.si/Gobe/CortinariusViridipes;Cortinarius viridipes;zelenobetna koprenka;Cortinárius virídipes M.M. Moser (1957);neužitna
https://www.gobe.si/Gobe/PholiotaHeteroclita;Pholiota heteroclita;vonjavi luskinar;Pholióta heteroclíta (Fr.) Quél. (1872);neužitna
https://www.gobe.si/Gobe/JackrogersellaCohaerens;Jackrogersella cohaerens;grozdasti bulovec;Jackrogersélla cohaérens (Pers.) L. Wendt, Kuhnert & M. Stadler (2017);neužitna
https://www.gobe.si/Gobe/CortinariusHinnuloides;Cortinarius hinnuloides;jasminova koprenka;Cortinárius hinnuloídes Rob. Henry (1941);neužitna
https://www.gobe.si/Gobe/CortinariusEmollitus;Cortinarius emollitus;votličasta koprenka;Cortinárius emollítus Fr. (1838);užitnost neznana
https://www.gobe.si/Gobe/PholiotinaBlattaria;Pholiotina blattaria;ovenčani luskinček;Pholiotína blattária (Fr.) Fayod (1889);neužitna
https://www.gobe.si/Gobe/EntolomaXanthochroum;Entoloma xanthochroum;rumena rdečelistka;Entolóma xanthóchroum (P.D. Orton) Noordel. (1985);neužitna
https://www.gobe.si/Gobe/RussulaAurantiolutea;Russula aurantiolutea;oranžasta golobica;Rússula aurántiolútea Kauffman (1909);neužitna
https://www.gobe.si/Gobe/CortinariusOpimus;Cortinarius opimus;obilna koprenka;Cortinárius opímus Fr. (1838);neužitna
https://www.gobe.si/Gobe/CortinariusPseudocandelaris;Cortinarius pseudocandelaris;zvonasta koprenka;Cortinárius pseudocandeláris (M.M. Moser) M.M. Moser (1967);neužitna
https://www.gobe.si/Gobe/CortinariusAnthracinus;Cortinarius anthracinus;rjavoškrlatna koprenka;Cortinárius anthrácinus (Fr.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/MycenaUstalis;Mycena ustalis;brinova čeladica;Mycéna ustális Aronsen & Maas Geest. (1989);neužitna
https://www.gobe.si/Gobe/HydropusMarginellus;Hydropus marginellus;žlebičasti vlagobetnež;Hýdropus marginéllus (Pers.) Singer (1948);neužitna
https://www.gobe.si/Gobe/PhragmotrichumChailletii;Phragmotrichum chailletii;storževa pregradnica;Phragmotríchum chaillétii Kunze (1823);neužitna
https://www.gobe.si/Gobe/InocybeAmblyspora;Inocybe amblyspora;topotrosna razcepljenka;Inócybe amblýspora Kühner (1955);neužitna
https://www.gobe.si/Gobe/CortinariusEpipoleus;Cortinarius epipoleus;ilnatolistna koprenka;Cortinárius epipóleus Fr. (1838);neužitna
https://www.gobe.si/Gobe/SebacinaEpigaea;Sebacina epigaea;pozemska štrlinka;Sebacína epigaéa (Berk. & Broome) Bourdot & Galzin (1928);neužitna
https://www.gobe.si/Gobe/LactariusAspideus;Lactarius aspideus;močvirska mlečnica;Lactárius aspídeus (Fr.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/InocybeAuricoma;Inocybe auricoma;pozlačena razcepljenka;Inócybe aurícoma (Batsch) Sacc. (1887);neužitna
https://www.gobe.si/Gobe/LactariusViolascens;Lactarius violascens;vijoličasta mlečnica;Lactárius violáscens (J. Otto) Fr. (1838);pogojno užitna
https://www.gobe.si/Gobe/CortinariusSubolivellus;Cortinarius subolivellus;stopničasta koprenka;Cortinárius subolivéllus Carteret & Reumaux (2009);strupena
https://www.gobe.si/Gobe/RamariaTestaceoflava;Ramaria testaceoflava;rjaveča griva;Ramária testáceofláva (Bres.) Corner (1950);neužitna
https://www.gobe.si/Gobe/CortinariusTubarius;Cortinarius tubarius;mahova koprenka;Cortinárius tubárius Ammirati & A.H. Sm. (1972);neužitna
https://www.gobe.si/Gobe/CortinariusDeceptivus;Cortinarius deceptivus;zavedljiva koprenka;Cortinárius deceptívus Kauffman (1905);neužitna
https://www.gobe.si/Gobe/PatinellariaSanguinea;Patinellaria sanguinea;(krvnordeča nov-rod-Patinellaria);Patinellaria sanguínea (Pers.) P. Karst. (1885);užitnost neznana
https://www.gobe.si/Gobe/MycenaStylobates;Mycena stylobates;podstavljena čeladica;Mycéna stylobátes (Pers.) P. Kumm. (1871);neužitna
https://www.gobe.si/Gobe/ClitocybeVelenovskyi;Clitocybe velenovskyi;jelšina livka;Clitócybe velenóvskyi Singer (1943);strupena
https://www.gobe.si/Gobe/InocybeAppendiculata;Inocybe appendiculata;ovešena razcepljenka;Inócybe appendiculáta Kühner (1955);neužitna
https://www.gobe.si/Gobe/HebelomaOchroalbidum;Hebeloma ochroalbidum;bledikasta medlenka;Hebelóma ochroálbidum Bohus (1972);neužitna
https://www.gobe.si/Gobe/TricholomaInamoenum;Tricholoma inamoenum;neprijetna kolobarnica;Tricholóma inamoénum (Fr.) Gillet (1874);strupena
https://www.gobe.si/Gobe/CortinariusAtrocaeruleus;Cortinarius atrocaeruleus;temnogrba koprenka;Cortinárius átrocaerúleus M.M. Moser (1967);neužitna
https://www.gobe.si/Gobe/RussulaPersicina;Russula persicina;breskvobarvna golobica;Rússula persícina Krombh. (1845);neužitna
https://www.gobe.si/Gobe/ConocybeCoprophila;Conocybe coprophila;govnova stožka;Conócybe copróphila (Kühner) Kühner (1935);neužitna
https://www.gobe.si/Gobe/CortinariusHelobius;Cortinarius helobius;(vlagoljubna koprenka);Cortinárius helóbius Romagn. (1952);užitnost neznana
https://www.gobe.si/Gobe/AntrodiaHeteromorpha;Antrodia heteromorpha;raznolična trhlica;Antródia heteromórpha (Fr.) Donk (1966);neužitna
https://www.gobe.si/Gobe/PhaeocollybiaCidaris;Phaeocollybia cidaris;škrlatna temačnica;Phaeocollýbia cídaris (Fr.) Romagn. (1942);neužitna
https://www.gobe.si/Gobe/CalonariusOdoratus;Calonarius odoratus;vonjavni koprenar;Calonárius odorátus (Joguet ex M.M. Moser) Niskanen & Liimat. (2022);neužitna
https://www.gobe.si/Gobe/HyphodermaCremeoalbum;Hyphoderma cremeoalbum;smetanasti strgalkar;Hyphodérma crémeoálbum (Höhn. & Litsch.) Jülich (1974);neužitna
https://www.gobe.si/Gobe/ThaxterogasterEburneus;Thaxterogaster eburneus;bela trebušarka;Thaxtérogáster ebúrneus (Velen.) Niskanen & Liimat. (2022);neužitna
https://www.gobe.si/Gobe/RigidoporusSanguinolentus;Rigidoporus sanguinolentus;rdečeča trdocevka;Rigidóporus sanguinoléntus (Alb. & Schwein.) Donk (1966);neužitna
https://www.gobe.si/Gobe/ExidiaRecisa;Exidia recisa;pecljata zamazanka;Exídia recísa (Ditmar) Fr. (1822);neužitna
https://www.gobe.si/Gobe/CortinariusTriformis;Cortinarius triformis;vlažnoroba koprenka;Cortinárius trifórmis Fr. (1838);užitnost neznana
https://www.gobe.si/Gobe/PholiotaPinicola;Pholiota pinicola;borov luskinar;Pholióta pinícola Jacobsson (1986);neužitna
https://www.gobe.si/Gobe/OsteinaUndosa;Osteina undosa;velikoluknjičasta koščenjača;Ostéina undósa (Peck) Zmitr. (2018);neužitna
https://www.gobe.si/Gobe/CortinariusCaesiocanescens;Cortinarius caesiocanescens;sivomodrikasta koprenka;Cortinárius caésiocanéscens M.M. Moser (1952);užitnost neznana
https://www.gobe.si/Gobe/InocybeAlnea;Inocybe alnea;jelševa razcepljenka;Inócybe álnea Stangl (1979);neužitna
https://www.gobe.si/Gobe/CortinariusFoetens;Cortinarius foetens;smradna koprenka;Cortinárius foétens (M.M. Moser) M.M. Moser (1967);neužitna
https://www.gobe.si/Gobe/HyphodontiaPallidula;Hyphodontia pallidula;bledikasti zobniček;Hyphodóntia pallídula (Bres.) J. Erikss. (1958);neužitna
https://www.gobe.si/Gobe/HebelomaSordescens;Hebeloma sordescens;temnodniščna medlenka;Hebelóma sordéscens Vesterh. (1989);neužitna
https://www.gobe.si/Gobe/RussulaAnthracina;Russula anthracina;črnorjava golobica;Rússula anthrácina Romagn. (1962);neužitna
https://www.gobe.si/Gobe/InospermaCervicolor;Inosperma cervicolor;srnjerjavi razcepljenec;Inospérma cervícolor (Pers.) Matheny & Esteve-Rav. (2019);neužitna
https://www.gobe.si/Gobe/HypoxylonFraxinophilum;Hypoxylon fraxinophilum;jesenov skorjeder;Hypóxylon fraxinóphilum Pouzar (1972);neužitna
https://www.gobe.si/Gobe/ThaxterogasterLeucophanes;Thaxterogaster leucophanes;bledična trebušarka;Thaxtérogáster leucophánes (P. Karst.) Niskanen & Liimat. (2022);užitnost neznana
https://www.gobe.si/Gobe/GalerinaSphagnorum;Galerina sphagnorum;šotna kučmica;Galerína sphagnórum (Pers.) Kühner (1935);neužitna
https://www.gobe.si/Gobe/SerpulaHimantioides;Serpula himantioides;gozdni lesomor;Sérpula himantioídes (Fr.) P. Karst. (1884);neužitna
https://www.gobe.si/Gobe/LepiotaRufipes;Lepiota rufipes;dvobarvni dežniček;Lepióta rúfipes Morgan (1906);strupena
https://www.gobe.si/Gobe/CalonariusGlaucescens;Calonarius glaucescens;modrozelenkasti koprenar;Calonárius glaucéscens (Jul. Schäff.) Niskanen & Liimat. (2022);neužitna
https://www.gobe.si/Gobe/CortinariusNanceiensis;Cortinarius nanceiensis;dekliška koprenka;Cortinárius nanceiénsis Maire (1911);neužitna
https://www.gobe.si/Gobe/CortinariusSubviolascens;Cortinarius subviolascens;obročna koprenka;Cortinárius subvioláscens Rob. Henry ex Nezdojm. (1983);neužitna
https://www.gobe.si/Gobe/OmphalinaSubhepatica;Omphalina subhepatica;jetrasta popkarica;Omphálina subhepática (Batsch) Murrill (1916);neužitna
https://www.gobe.si/Gobe/EnerthenemaPapillatum;Enerthenema papillatum;pecljata prosenka;Enerthenéma papillátum (Pers.) Rostaf. (1876);neužitna
https://www.gobe.si/Gobe/DiatrypeDecorticata;Diatrype decorticata;obližasti predirnik;Diátrype decórticata (Pers.) Rappaz (1987);neužitna
https://www.gobe.si/Gobe/PleurotusCalyptratus;Pleurotus calyptratus;trepetlikin ostrigar;Pleurótus calyptrátus (Lindblad) Sacc. (1887);mlada užitna
https://www.gobe.si/Gobe/LepiotaFelina;Lepiota felina;črnoluski dežniček;Lepióta felína (Pers.) P. Karst. (1879);neužitna
https://www.gobe.si/Gobe/AgaricusCupreobrunneus;Agaricus cupreobrunneus;bakreni kukmak;Agaricus cúpreobrúnneus (Jul. Schäff. & Steer) Pilát (1951);užitnost neznana
https://www.gobe.si/Gobe/AgrocybeElatella;Agrocybe elatella;močvirska njivnica;Agrócybe elatélla (P. Karst.) Vesterh. (1989);neužitna
https://www.gobe.si/Gobe/LepiotaCortinarius;Lepiota cortinarius;koprenasti dežniček;Lepióta cortinárius J.E. Lange (1915);neužitna
https://www.gobe.si/Gobe/ThaxterogasterHerpeticus;Thaxterogaster herpeticus;marogasta trebušarka;Thaxtérogáster herpeticus (Fr.) Niskanen & Liimat. (2022);neužitna
https://www.gobe.si/Gobe/TricholomaRobustum;Tricholoma robustum;čokata kolobarnica;Tricholóma robústum (Alb. & Schwein.) Ricken (1915);neužitna
https://www.gobe.si/Gobe/LeucoagaricusSubcretaceus;Leucoagaricus subcretaceus;mekinasti kukmakovec;Leucoagáricus subcretáceus Bon (1983);užitnost neznana
https://www.gobe.si/Gobe/CortinariusMulticolor;Cortinarius multicolor;(mnogobarvna koprenka);Cortinárius multicólor M.M. Moser (1967);neužitna
https://www.gobe.si/Gobe/ThaxterogasterCausticus;Thaxterogaster causticus;rjaveča trebušarka;Thaxtérogáster cáusticus (Fr.) Niskanen & Liimat. (2022);neužitna
https://www.gobe.si/Gobe/CortinariusPrivignus;Cortinarius privignus;zapognjena koprenka;Cortinárius privígnus (Fr.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/TricholomopsisOrnata;Tricholomopsis ornata;okrašena trhlenka;Tricholomópsis ornáta (Fr.) Singer (1943);pogojno užitna
https://www.gobe.si/Gobe/CortinariusCrassifolius;Cortinarius crassifolius;debelolistna koprenka;Cortinárius crassifólius (Velen.) Kühner & Romagn. ex Bon (1986);neužitna
https://www.gobe.si/Gobe/CortinariusSaturninus;Cortinarius saturninus;svetloroba koprenka;Cortinarius saturnínus (Fr.) Fr. (1838);neužitna
https://www.gobe.si/Gobe/CortinariusFuscoperonatus;Cortinarius fuscoperonatus;rjavopasasta koprenka;Cortinárius fúscoperonátus Kühner (1953);neužitna
https://www.gobe.si/Gobe/InocybeCatalaunica;Inocybe catalaunica;višinska razcepljenka;Inócybe cataláunica Singer (1947);neužitna
https://www.gobe.si/Gobe/RamariaFlavobrunnescens;Ramaria flavobrunnescens;rjastožolta griva;Ramária flávobrunnéscens (G.F. Atk.) Corner (1950);neužitna
https://www.gobe.si/Gobe/LentinellusFlabelliformis;Lentinellus flabelliformis;pahljačasta žilavka;Lentinéllus flabellifórmis (Bolton) S. Ito (1959);neužitna
https://www.gobe.si/Gobe/CortinariusAvellaneocoeruleus;Cortinarius avellaneocoeruleus;smrekova koprenka;Cortinárius avelláneocoerúleus (M.M. Moser) M.M. Moser (1967);užitnost neznana
https://www.gobe.si/Gobe/CortinariusLividoviolaceus;Cortinarius lividoviolaceus;bledovijoličasta koprenka;Cortinárius lívidovioláceus (Rob. Henry ex M.M. Moser) M.M. Moser (1967);užitnost neznana
https://www.gobe.si/Gobe/CiboriaRufofusca;Ciboria rufofusca;jelkov kelihovec;Cibória rufofúsca (O. Weberb.) Sacc. (1889);neužitna
https://www.gobe.si/Gobe/XylariaOxyacanthae;Xylaria oxyacanthae;glogova lesenjača;Xylária oxyacánthae Tul. & C. Tul. (1863);neužitna
https://www.gobe.si/Gobe/PhlegmaciumSaginum;Phlegmacium saginum;oblotrosna sluzarka;Phlegmácium sagínum (Fr.) Niskanen & Liimat. (2022);užitnost neznana
https://www.gobe.si/Gobe/PeniophoraLycii;Peniophora lycii;vrbova opnovka;Penióphora lýcii (Pers.) Höhn. & Litsch. (1907);<p>penióphora lýcii (pers.) höhn. & litsch. (1907);neužitna
https://www.gobe.si/Gobe/HebelomaBirrus;Hebeloma birrus;rožnata medlenka;Hebelóma bírrus (Fr.) Gillet (1884);neužitna
https://www.gobe.si/Gobe/PezizaFimeti;Peziza fimeti;govnova skledica;Pezíza fiméti (Fuckel) Seaver (1928);neužitna
https://www.gobe.si/Gobe/CortinariusBetulinus;Cortinarius betulinus;brezova koprenka;Cortinárius betulínus J. Favre (1948);neužitna
https://www.gobe.si/Gobe/RussulaPelargonia;Russula pelargonia;gorečnična golobica;Rússula pelargónia Niolle (1941);neužitna
https://www.gobe.si/Gobe/MycenaClavicularis;Mycena clavicularis;žebljasta čeladica;Mycéna claviculáris (Fr.) Gillet (1874);neužitna
https://www.gobe.si/Gobe/CystodermaFallax;Cystoderma fallax;varljiva zrnovka;Cystodérma fállax A.H. Sm. & Singer (1945);neužitna
https://www.gobe.si/Gobe/GymnopusVernus;Gymnopus vernus;snežni korenovec;Gýmnopus vérnus (Ryman) Antonín & Noordel. (2008);užitnost neznana
https://www.gobe.si/Gobe/CortinariusSubelegantior;Cortinarius subelegantior;grudičasta koprenka;Cortinárius subelegántior Rob. Henry (1987);užitnost neznana
https://www.gobe.si/Gobe/GymnopusImpudicus;Gymnopus impudicus;zoprni korenovec;Gýmnopus impudícus (Fr.) Antonín, Halling & Noordel. (1997);neužitna
https://www.gobe.si/Gobe/CollybiaIngrata;Collybia ingrata;pusta korenovka;Collýbia ingráta (Schumach.) Quél. (1872);neužitna
https://www.gobe.si/Gobe/PleurotusNebrodensis;Pleurotus nebrodensis;gorski ostrigar;Pleurótus nebrodénsis (Inzenga) Quél. (1886);mlada užitna
https://www.gobe.si/Gobe/MycenaLatifolia;Mycena latifolia;širokolistna čeladica;Mycéna latifólia (Peck) A.H. Sm. (1935);neužitna
https://www.gobe.si/Gobe/CalonariusAtrovirens;Calonarius atrovirens;črnozeleni koprenar;Calonárius atróvirens (Kalchbr.) Niskanen & Liimat. (2022);strupena
https://www.gobe.si/Gobe/MacrotyphulaRigida;Macrotyphula rigida;korenasti kijevec;Macrotýphula rígida Berthier (1976);<p>macrotýphula rígida berthier (1976);neužitna
https://www.gobe.si/Gobe/ThaxterogasterScaurus;Thaxterogaster scaurus;kruljasta trebušarka;Thaxtérogáster scáurus (Fr.) Niskanen & Liimat. (2022);neužitna
https://www.gobe.si/Gobe/CortinariusCyanophyllus;Cortinarius cyanophyllus;rižasta koprenka;Cortinárius cyanophýllus (Rob. Henry) M.M. Moser (1978);užitnost neznana
https://www.gobe.si/Gobe/RutstroemiaFirma;Rutstroemia firma;hrastova plitvíca;Rutstroémia fírma (Pers.) P. Karst. (1871);neužitna
