265.;210959;504;Phlegmacium balteatum;Cortinárius balteátus;modroroba koprenka;U;
266.;126198;505;Thaxterogaster barbatus;Cortinárius barbátus;grenkosluzna koprenka;NU;
267.;285702;507;Cortinarius betulinus;Cortinárius betulínus;brezova koprenka;NU;
268.;213536;2902;Cortinarius biformis;Cortinárius bifórmis;dvolična koprenka;NU;
269.;213852;509;Cortinarius bivelus;Cortinárius bivélus;zastrta koprenka;U;
270.;213703;510;Cortinarius bolaris;Cortinárius boláris;opečna koprenka;S;
271.;258736;511;Cortinarius boudieri;Cortinárius boudiéri;boudierova koprenka;UN;
272.;213602;512;Cortinarius bovinus;Cortinárius bovínus;mesnata koprenka;NU;
273.;205387;513;Cortinarius brunneovulvus;Cortinárius brúnneofúlvus;rjavkasta koprenka;NU;
274.;419483;515;Cortinarius brunneus var. brunneus;Cortinárius brúnneus;rjava koprenka;NU;
275.;412842;597;Cortinarius brunneus var. glandicolor;Cortinárius brúnneus var. glandícolor;rjava koprenka, črnikasti različek;NU;črnikasta koprenka
276.;205149;516;Cortinarius bulbosus;Cortinárius bulbósus;trebušasta koprenka;NU;
277.;205350;517;Cortinarius bulliardii;Cortinárius bulliárdii;rdečebetna koprenka;NU;
278.;205504;519;Phlegmacium caerulescens;Cortinárius caeruléscens;višnjeva koprenka;U;
279.;116621;520;Cortinarius depallens;Cortinárius caeruléscens var. depállens;višnjeva koprenka, zbledeli različek;U;
280.;295819;522;Cortinarius caesiocanescens;Cortinárius cáesiocanéscens;sivomodrikasta koprenka;UN;
281.;129526;508;Cortinarius cagei;Cortinárius cágei;dvobarvna koprenka;NU;
282.;195769;526;Aureonarius callisteus;Cortinárius callísteus;prelestna koprenka;SS;
283.;195811;527;Calonarius callochrous;Cortinárius calóchrous;barvita koprenka;NU;
284.;116622;528;Cortinarius callochrous;Cortinárius calóchrous var. coniferárum;barvita koprenka, smrekov različek;NU;
285.;412843;677;Cortinarius calochrous var. parvus;Cortinárius calóchrous var. párvus;barvita koprenka, mali različek;NU;mala koprenka 
286.;201360;530;Cortinarius camphoratus;Cortinárius camphorátus;kafrna koprenka;NU;
287.;200810;531;Cortinarius caninus;Cortinárius canínus;pasja koprenka;NU;
288.;201073;2211;Cortinarius caperatus;Cortinárius caperátus;pšenična koprenka;U;pšenična poprhnjenka, ciganček, cigančica, kozlova luskavka, luskava kozica, pšenična goba, pšeničnica, šampijonček, šampinjon, šampinjonček, cekinček
289.;232827;532;Cortinarius castaneus;Cortinárius castáneus;kostanjevorjava koprenka;NU;
290.;232938;533;Thaxterogaster causticus;Cortinárius cáusticus;rjaveča koprenka;NU;
291.;232395;544, 2980;Cortinarius cephalixus;Cortinárius cephalíxus;žoltobetna koprenka;NU;
292.;196983;534;Cortinarius cinnabarinus;Cortinárius cinnabárinus;cinobrasta koprenka;S;
293.;329006;536;Cortinarius cinnamomeoluteus;Cortinárius cinnamómeolúteus;cimetnorumena koprenka;S 
294.;197182;537;Cortinarius cinnamomeus;Cortinárius cinnamómeus;cimetasta koprenka;S;
295.;329010;540;Calonarius citrinus;Cortinárius citrínus;citronasta koprenka;S;
296.;225011;541;Cortinarius claricolor;Cortinárius clarícolor;belobetna koprenka;U;
297.;117447;542;Cortinarius immissus;Cortinárius clarícolor var. immíssus;belobetna koprenka,modrolistni različek;U;
298.;440873;543;Calonarius claroflavus;Cortinárius claroflávus;medlorumena koprenka;S;
299.;329014;545;Cortinarius collinitoparvus;Cortinárius collinítopárvus;sluzovenčna koprenka;U;
300.;225177;546;Cortinarius collinitus;Cortinárius collinítus;mazava koprenka;U;mazava sluzavka
301.;329015;548;Cortinarius comptulus;Cortinárius cómptulus;nakosmičena koprenka;NU;
302.;103190;549;Cortinarius contractus;Cortinárius contráctus;sfrknjena koprenka;NU;
303.;228460;551;Cortinarius cotoneus;Cortinárius cotóneus;olivnorjava koprenka;NU;
304.;129605;552;Hydrocybe crassifolia;Cortinárius crassifólius;debelolistna koprenka;NU;
305.;228945;553;Cystinarius crassus;Cortinárius crássus;krepka koprenka;U;
306.;195053;554;Cortinarius croceocaeruleus;Cortinárius cróceocaerúleus;žoltovišnjeva koprenka;NU;
307.;194804;556;Cortinarius croceus;Cortinárius cróceus;žafranasta koprenka;NU;
308.;194849;558;Cortinarius cumatilis;Cortinárius cumátilis;sinja koprenka;U;
309.;116626;559;Cortinarius cumatilis var. robustum;Cortinárius cumátilis var. robústum;sinja koprenka, čokati različek;U;
310.;329019;560;Cortinarius coerulescens var. cyaneus;Cortinárius cyáneus;modrovijoličasta koprenka;U;
311.;224603;561;Phlegmacium cyanites;Cortinárius cyanítes;pordela koprenka;NU;
312.;224683;563;Cortinarius damascenus;Cortinárius damascénus;kopučasta koprenka;NU;
313.;224122;564;Cortinarius deceptivus;Cortinárius deceptívus;zavedljiva koprenka;NU;
314.;224550;565;Cortinarius decipiens;Cortinárius decípiens;goljufiva koprenka;NU;
315.;567792;494, 732;Cortinarius atrocaeruleus;Cortinárius decípiens var. átrocaerúleus;goljufiva koprenka, temnogrbi različek;NU;temnogrba koprenka, molkova koprenka
316.;219133;566;Cortinarius delibutus;Cortinárius delibútus;modrolistna koprenka;U;
317.;229680;567;Calonarius dibaphus;Cortinárius díbaphus;pisana koprenka;NU;
318.;263239;569;Cortinarius dionysae;Cortinárius dionýsae;praznična koprenka;NU;
319.;216908;570;Cortinarius divulgatus;Cortinárius divulgátus;polstenoroba koprenka;NU;
320.;104145;574;Thaxterogaster eburneus;Cortinárius ebúrneus;bela koprenka;NU;
321.;223648;576;Calonarius elegantior;Cortinárius elegántior;izbrana koprenka;U;
322.;126117;577;Calonarius elegantissimus;Cortinárius elegantíssimus;zala koprenka;UN;
323.;221434;578;Thaxterogaster emollitus;Cortinárius emollítus;votličasta koprenka;UN;
324.;221367;579;Cortinarius epipoleus;Cortinárius epipóleus;ilnatolistna koprenka;NU;
325.;221475;580;Agaricus castaneus var. erythrinus;Cortinárius erýthrinus;rožnobetna koprenka;NU;
326.;233378;583;Cortinarius evernius;Cortinárius evérnius;hribovska koprenka;NU;
327.;233304;585;Cortinarius flexipes;Cortinárius fléxipes;krivobetna koprenka;NU;
328.;233255;588;Phlegmacium fraudulosum;Cortinárius fraudulósus;varljiva koprenka;NU;
329.;220530;590;Cortinarius fulgens var. fulmineus;Cortinárius fulmíneus;bliskova koprenka;UN;
330.;252271;593;Calonarius fulvoincarnatus;Cortinárius fúlvoincarnátus;mesnorjava koprenka;UN;
331.;222010;596;Cortinarius gentilis;Cortinárius gentílis;grenkokožna koprenka;S;
332.;230205;599;Cortinarius glaucopus;Cortinárius gláucopus;kolobarniška koprenka;U;
333.;117449;600;Cortinarius glaucopus var. acyaneus;Cortinárius gláucopus var. acyáneus;kolobarniška koprenka, belobetni različek;U;
334.;116633;601;Cortinarius glaucopus var. olivaceus;Cortinárius gláucopus var. oliváceus;kolobarniška koprenka, olivnozeleni različek;U;
335.;482053;602;Cortinarius gracilior;Cortinárius gracílior;nežna koprenka;UN; 
336.;295869;604;Cortinarius guttatus;Cortinárius guttátus;cvetlična koprenka;UN;
337.;219723;606;Cortinarius helvolus;Cortinárius hélvolus;štulasta koprenka;NU;
338.;295871;607;Cortinarius herbarum;Cortinárius herbárum;travna koprenka;U;
339.;372708;610;Cortinarius hinnuleus;Cortinárius hinnúleus;jelenčja koprenka;NU;
340.;285743;611;Cortinarius hinnuloides;Cortinárius hinnuloídes;jasminova koprenka;NU;
341.;267283;2718;Cortinarius holophaeus;Cortinárius holopháeus;vretenasta koprenka;NU;
342.;476954;613;Cortinarius humicola;Cortinárius humícola;kosmičasta koprenka;NU;
343.;137805;787;Agaricus vilior;Cortinárius imbútus var. vílior;prežeta koprenka, malovredni različek;NU;malovredna koprenka
344.;218822;618;Cortinarius incisus;Cortinárius incísus;razcepljena koprenka;NU;
345.;218869;619;Cortinarius infractus;Cortinárius infráctus;scefrana koprenka;S;
346.;352029;618;Cortinarius infractus;Cortinárius infráctus;scefrana koprenka, stopničasta oblika;S;
347.;116635;620;Agaricus obscurocyaneus;Cortinárius infráctus var. obscúrocyáneus;scefrana koprenka, višnjevobetni različek;S;
348.;217091;623;Cortinarius jubarinus;Cortinárius jubarínus;zvišana koprenka;S;
349.;217440;625;Cortinarius laniger;Cortinárius lániger;volnata koprenka;NU;
350.;224983;626;Phlegmacium largum;Cortinárius lárgus;zajetna koprenka;U;
351.;222272;629;Thaxterogaster leucophanes;Cortinárius leucophánes;bledična koprenka;UN;
352.;221912;630;Cortinarius leucopus;Cortinárius léucopus;neznačilna koprenka;NU;
353.;221981;631;Cortinarius lilacinopes;Cortinárius lilacínopes;lilastobetna koprenka;NU;
354.;230293;632;Aureonarius limonius;Cortinárius limónius;citronastorumena koprenka;S; 
355.;230474;575;Cortinarius livido-ochraceus;Cortinárius lívidoochráceus;nažlebkana koprenka;U;
356.;440879;634;Cortinarius lividoviolaceus;Cortinárius lívidovioláceus;bledovijoličasta koprenka; NU;
357.;329069;637;Thaxterogaster multiformis;Cortinárius lundéllii;lundellova koprenka;U;
358.;223121;2905;Agaricus macropus;Cortinárius mácropus;dolgobetna koprenka;NU;
359.;329075;638;Phlegmacium magicum;Cortinárius mágicus;čarovniška koprenka;UN;
360.;223509;639;Cortinarius malachius;Cortinárius maláchius;malahitasta koprenka;NU;
361.;219743;640;Cortinarius malicorius;Cortinárius malicórius;ožarjena koprenka;NU; 
362.;219634;642;Cortinarius melanotus;Cortinárius melanótus;peteršiljeva koprenka;NU;
363.;178672;644;Cortinarius mucifluus;Cortinárius mucífluus;slinasta koprenka;U;
364.;179061;645;Gomphidius glutinosus;Cortinárius mucósus;sluzava koprenka;U;
365.;178432;646;Thaxterogaster multiformis;Cortinárius multifórmis;raznolična koprenka;U;
366.;117451;647;Calonarius coniferarum;Cortinárius multifórmis var. coniferárum;raznolična koprenka, smrekin različek;U;
367.;178512;648;Cortinarius multivagus;Cortinárius multívagus;nestanovitna koprenka;NU;
368.;178990;649;Cortinarius muricinus;Cortinárius muricínus;ogabna koprenka;NU;
369.;133072;719;Phlegmacium mussivum;Cortinárius mussívus;smrdljiva koprenka;NU;
370.;157663;650;Cortinarius nanceiensis;Cortinárius nanceiénsis;dekliška koprenka;NU;
371.;157003;651;Calonarius napus;Cortinárius nápus;sivolistna koprenka;U;
372.;157367;652;Cortinarius nemorensis;Cortinárius nemorénsis;hostna koprenka;U;
373.;157173;653;Cortinarius nitidus;Cortinárius nítidus;oslinjena koprenka;UN;
374.;169305;654;Cortinarius obtusus;Cortinárius obtúsus;zaobljena koprenka;NU;
375.;168787;656;Thaxterogaster ochroleucus;Cortinárius ochroléucus;gorjupa koprenka;NU;
376.;329096;658;Calonarius odoratus;Cortinárius odorátus;vonjavna koprenka;NU;
377.;169119;659;Calonarius odorifer;Cortinárius odórifer;janeževa koprenka;U;
378.;272829;661;Phlegmacium olidum;Cortinárius ólidus;travnodišeča koprenka;NU;
379.;295905;662;Cortinarius olivaceofuscus;Cortinárius oliváceofúscus;gabrova koprenka;NU;
380.;344081;663;Cortinarius olivascentius;Cortinárius olivascéntium;olivnorumena koprenka;NU;
381.;295906;664;Cortinarius olivellus;Cortinárius olivéllus;olivnookrasta koprenka;NU;
382.;157994;665;Cortinarius opimus;Cortinárius opímus;obilna koprenka;NU;
383.;158559;666;Cortinarius orellanus;Cortinárius orellánus;poljska koprenka;SS;poljska kožarka
384.;157800;667;Agaricus orichalceus;Cortinárius orichálceus;bakrenordeča koprenka;NU;
385.;329099;668;Cortinarius pachypus;Cortinárius páchypus;tolsta koprenka;NU;
386.;158352;669;Cortinarius paleaceus;Cortinárius paleáceus;pelargonijina koprenka;NU;
387.;329104;673;Cortinarius pangloius;Cortinárius panglóius;spolzka koprenka;NU;
388.;173475;675;Phlegmacium papulosum;Cortinárius papulósus;bradavičasta koprenka;NU;
389.;152035;679;Phlegmacium percome;Cortinárius percómis;majaronova koprenka;U; 
390.;152164;680;Cortinarius phaeophyllus;Cortinárius phaeophýllus;grmičasta koprenka;NU;
391.;151847;682;Cortinarius pholideus;Cortinárius pholídeus;luskata koprenka;NU;
392.;329116;683;Calonarius platypus;Cortinárius plátypus;ploskobetna koprenka;UN;
393.;168361;684;Cortinarius plumiger;Cortinárius plúmiger;puhasta koprenka;NU;
394.;126175;685;Thaxterogaster pluvialis;Cortinárius pluviális;pelinova koprenka;NU;
395.;168012;687;Thaxterogaster porphyropus;Cortinárius porphýropus;lepobetna koprenka;UN;
396.;168292;688;Cortinarius praestans;Cortinárius práestans;nagubana koprenka;U, Z, RS;nagubana debelonožka, čokoladna debelonožka, debelonožka, debelonožnica
397.;162982;689;Calonarius prasinus;Cortinárius prásinus;zelenkasta koprenka;U;
398.;103215;690;Cortinarius privignoides;Cortinárius privignoídes;debelobetna koprenka;UN;
399.;162754;2722;Cortinarius privignus;Cortinárius privígnus;zapognjena koprenka;NU;
400.;482504;697;Cortinarius pseudosalor;Cortinárius pseudosálor;lepljiva koprenka;U;
401.;275703;701;Cortinarius pumilus;Cortinárius púmilus;pritlikava koprenka;UN;
402.;176760;703;Thaxterogaster purpurascens;Cortinárius purpuráscens;škrlateča koprenka;U;
403.;352748;704;Thaxterogaster purpurascens;Cortinárius purpuráscens;škrlateča koprenka, izvirna oblika;U;
404.;352037;706;Cortinarius purpurascens;Cortinárius purpuráscens;škrlateča koprenka, modrozelena oblika;U;
405.;446973;681;Cortinarius purpureus;Cortinárius purpúreus;bagrena koprenka;NU; 
406.;177379;708;Cortinarius rapaceus;Cortinárius rapáceus;slonovinasta koprenka;UN;
407.;155851;709;Hygronarius renidens;Cortinárius renídens;poletna koprenka;NU;
408.;167302;710;Cortinarius rigens;Cortinárius rígens;korenasta koprenka;NU;
409.;167149;712;Cortinarius rigidus;Cortinárius rígidus;toga koprenka;NU;
410.;166839;715;Cortinarius rubellus;Cortinárius rubéllus;najlepša koprenka;SS;
411.;285772;716;Cystinarius rubicundulus;Cortinárius rubicúndulus;rdečeča koprenka;S;
412.;161943;717;Calonarius rufo-olivaceus;Cortinárius rúfo-oliváceus;vrščajeva koprenka;U;
413.;277217;720;Cortinarius safranopes;Cortinárius safránopes;žafranastobetna koprenka;NU 
414.;178172;723;Cortinarius salor;Cortinárius sálor;mastna koprenka;U;
415.;177547;724;Cortinarius sanguineus;Cortinárius sanguíneus;krvena koprenka;NU; 
416.;177945;725;Cortinarius saniosus;Cortinárius saniósus;kalužna koprenka;NU;
417.;177781;2911;Calonarius saporatus;Cortinárius saporátus;svitkasta koprenka;U;
418.;277513;726;Hydrocybe saturata;Cortinárius saturátus;šopasta koprenka;NU;
419.;177635;727;Cortinarius saturninus;Cortinárius saturnínus;svetloroba koprenka;NU;
420.;177726;728;Thaxterogaster scaurus;Cortinárius scáurus;kruljasta koprenka;NU;
421.;477019;608;Thaxterogaster herpeticus;Cortinárius scáurus var. herpéticus;kruljasta koprenka, marogasti različek;NU;marogasta koprenka
422.;156618;729;Cortinarius scutulatus;Cortinárius scutulátus;ščitasta koprenka;NU;
423.;156307;730;Cortinarius sebaceus;Cortinárius sebáceus;lojasta koprenka;U;
424.;296569;731;Cortinarius semisanguineus;Cortinárius semisanguíneus;polkrvena koprenka;NU;
425.;295963;733;Cortinarius simulatus;Cortinárius simulátus;spremenljiva koprenka;NU;
426.;278333;734;Calonarius sodagnitus;Cortinárius sodagnítus;lužninska koprenka;UN;
427.;285773;735;Cortinarius sordescens;Cortinárius sordéscens;umazana koprenka;NU;
428.;312142;737;Cortinarius sphagnogenus;Cortinárius sphagnógenus;šotna koprenka;NU;
429.;171608;738;Cortinarius spilomeus;Cortinárius spilómeus;bakrenopikasta koprenka;NU 
430.;278662;739;Calonarius splendens;Cortinárius spléndens;sijajna koprenka;SS;
431.;160378;742;Cortinarius stillatitius;Cortinárius stillatítius;medova koprenka;U;
432.;295972;2725;Cortinarius strenuipes;Cortinárius strenúipes;krepkobetna koprenka;NU;
433.;295978;745;Phlegmacium subbalteatum;Cortinárius subbalteátus;macesnova koprenka;U;
434.;132959;746;Cortinarius subelegantior;Cortinárius subelegántior;grudičasta koprenka;UN;
435.;151266;751;Cortinarius subtortus;Cortinárius subtórtus;zasukana koprenka;NU;
436.;295998;754;Cortinarius subvalidus;Cortinárius subválidus;pegasta koprenka;U;
437.;114814;755;Cortinarius subviolascens;Cortinárius subvioláscens;obročna koprenka;NU;
438.;151407;756;Cortinarius suillus;Cortinárius suíllus;svinjska koprenka;NU;
439.;151534;760;Thaxterogaster talus;Cortinárius tálus;gležnjasta koprenka;U;
440.;126211;761;Phlegmacium terpsichores;Cortinárius terpsichóres;modra koprenka;UN;
441.;115052;763;Cortinarius tophaceoides;Cortinárius tophaceoídes;lehnjakasta koprenka;S;
442.;165597;764;Cortinarius tophaceus;Cortinárius topháceus;lehnjakova koprenka;S; 
443.;165179;765;Cortinarius torvus;Cortinárius tórvus;polzastrta koprenka;NU;
444.;164677;766;Cortinarius traganus;Cortinárius tráganus;lilasta koprenka;S;debelonožna koprenka, lilasta debelonožka, plava debelonožka, plava koprenka
445.;223659;767;Cortinarius finitimus;Cortinárius tráganus var. finítimus;lilasta koprenka, nižinski različek;S;
446.;461622;769;Cortinarius triformis var. triformis;Cortinárius trifórmis;vlažnoroba koprenka;UN;
447.;164652;770;Phlegmacium triumphans;Cortinárius triúmphans;okrašena koprenka;U;
448.;296006;771;Cortinarius trivialis;Cortinárius triviális;navadna koprenka;U;
449.;312180;736;Cortinarius tubarius;Cortinárius tubárius;barjanska koprenka;NU;
450.;244182;2727;Cortinarius turgidus;Cortinárius túrgidus;nabuhla koprenka;NU;
451.;244528;773;Thaxterogaster turmalis;Cortinárius turmális;gručasta koprenka;U;
452.;244501;774;Cortinarius uraceus;Cortinárius uráceus;osmojena koprenka;NU;
453.;144335;778;Thaxterogaster variegatus;Cortinárius variegátus;večbarvna koprenka;U;
454.;144149;775;Phlegmacium variecolor;Cortinárius variícolor;raznobarvna koprenka;U;
455.;116641;776;Phlegmacium variecolor;Cortinárius variícolor var. largiúsculus;raznobarvna koprenka, oblotrosni različek;U;
456.;116642;777;Phlegmacium variecolor;Cortinárius variícolor var. marginátus;raznobarvna koprenka, stopničasti različek;U;
457.;144173;780;Thaxterogaster multiformis;Cortinárius várius;šarasta koprenka;U;
458.;143469;782;Cortinarius venetus;Cortinárius vénetus;beneška koprenka;NU;
459.;352757;783;Cortinarius venetus;Cortinárius vénetus var. montánus;beneška koprenka, gorski različek;NU;
460.;281528;784;Cortinarius veregregius;Cortinárius veregrégius;privlačna koprenka;NU;
461.;239292;786;Thaxterogaster vibratilis;Cortinárius vibrátilis;žolčasta koprenka;NU;
462.;239546;788;Cortinarius violaceus;Cortinárius violáceus;vijoličasta koprenka;U;
463.;129000;789;Cortinarius hercynicus;Cortinárius violáceus;vijoličasta koprenka, jelova podvrsta;U;
464.;255440;791;Cortinarius volvatus;Cortinárius volvátus;ovita koprenka;UN;
465.;296017;793;Phlegmacium vulpinum;Cortinárius vulpínus;lisičja koprenka;NU;
466.;329176;794;Calonarius xanthochlorus;Cortinárius xánthochlórus;rumenozelena koprenka;NU;
467.;355703;795;Calonarius xanthophyllus;Cortinárius xánthophýllus;rumenolistna koprenka;NU;
468.;146685;1535;Vexillomyces atrovirens;Corýne atróvirens;zeleni želatinar;NU;zelena kapičarka 
469.;329218;797;Cotylidia pallida;Cotylídia pannósa;šopasta parožica;NU;
470.;153130;798;Craterellus cornucopioides;Crateréllus córnucopioídes;črna trobenta;U;črna trobentača, črna trobentarka, črni piskrič, mrtvaška trobenta, piskrič, temna trobenta, trobenta, trobentarka
471.;184644;282;Craterellus lutescens;Crateréllus lutéscens;žolta trobenta;U;žolta lisička, finferle, rumena trobenta, trobentača, trobentarica, trobentovka, zlatka trobenta
472.;455453;281;Cantharellus tubaeformis;Crateréllus tubaefórmis;lijasta trobenta;U;lijasta lisička
473.;184669;801;Crepidotus applanatus;Crepidótus applanátus;sploščena postrančica;NU;
474.;419710;804;Crepidotus cesatii var. cesatii;Crepidótus cesátii;cesatijeva postrančica;NU;
475.;204426;810;Crepidotus mollis;Crepidótus móllis;zdrizasta postrančica;NU;
476.;248625;812;Crepidotus variabilis;Crepidótus variábilis;raznolična postrančica;NU;
477.;252929;818;Crucibulum crucibuliforme;Crucíbulum láeve;navadni lonček;NU;
478.;215509;839;Cyathus olla;Cýathus ólla;gladki košek;NU;
479.;211346;840;Cyathus stercoreus;Cýathus stercóreus;govnov košek;NU;
480.;211223;841;Cyathus striatus;Cýathus striátus;črtkani košek;NU;
481.;312444;842;Cylindrobasidium evolvens;Cylindrobasídium evólvens;ploski skorjevec;NU;
482.;121919;845;Cystoderma amianthinum;Cystodérma amiánthinum;rjava zrnovka;U;
483.;357219;846;Cystoderma carcharias;Cystodérma carchárias;gorska zrnovka;NU;
484.;355605;850;Cystodermella cinnabarina;Cystodérma cinnabárinum;cinobrasta zrnovka;U;
485.;285947;847;Cystoderma carcharias;Cystodérma fállax;varljiva zrnovka;NU;
486.;356676;848;Cystodermella granulosa;Cystodérma granulósum;hrapava zrnovka;NU;
487.;296355;849;Cystoderma superbum;Cystodérma supérbum;krasna zrnovka;NU;
488.;372392;844;Cystodermella granulosa;Cystodermélla ambrósii;ambrožev zrnovec;U;ambroževa zrnovka
489.;312538;852;Cystolepiota adulterina;Cystolepióta adulterína;varljiva prahoglavka;NU;
490.;105234;853;Cystolepiota sistrata;Cystolepióta sistráta;golobetna prahoglavka;NU;
491.;141916;856;Dacrymyces chrysospermus;Dacrýmyces chrysospérmus;pahljačasta solzovka;NU;
492.;151900;857;Dacrymyces stillatus;Dacrýmyces stillátus;kapljasta solzovka;NU;
493.;246294;858;Daedalea quercina;Daedálea quercína;hrastova labirintnica;NU;
494.;355679;859;Daedaleopsis confragosa;Daedaleópsis confragósa;rdečeča zvitocevka;NU; 
495.;118341;860;Daedaleopsis tricolor;Daedaleópsis trícolor;tribarvna zvitocevka;NU;
496.;146158;861;Daldinia concentrica;Daldínia concéntrica;slojevita oglarka;NU;
497.;329707;864;Podofomes mollis;Datrónia mólis;navadni zvitopor;NU;
498.;438253;865;Delicatula integrella;Delicátula integrélla;navadna belka;NU;
499.;296577;869;Dermoloma cuneifolium;Dermolóma cuneifólium;klinolistna žametovka;UN, RS;
500.;216709;872;Diatrype bullata;Diatrýpe bulláta;blazinasti predirnik;NU;
501.;233766;873;Diatrype disciformis;Diatrýpe discifórmis;bukov predirnik;NU;
502.;220872;874;Diatrype stigma;Diatrýpe stígma;ploščati predirnik;NU;
503.;221779;2738;Diatrypella favacea;Diatrypélla favácea;bradavičasta predirnica;NU;
504.;215896;875;Diatrypella quercina;Diatrypélla quercína;hrastova predirnica;NU;
505.;329875;876;Dichomitus campestris;Dichómitus campéstris;hrastov blazinovec;NU;
506.;105267;311;Cinereomyces lindbladii;Diplomitóporus lindbládii;jelkin sivoluknjičar;NU;
507.;313312;883;Femsjonia peziziformis;Ditíola pezízifórmis;skledičasta zdrizovka;NU;
508.;354364;887;Lepiota aspera;Echinodérma ásperum;hrapava trnovka;NU;
509.;354367;888;Lepiota calcicola;Echinodérma calcícola;krivoluska trnovka;NU;
510.;354375;889;Echinoderma echinaceum;Echinodérma echináceum;bodičasta trnovka;NU;
511.;354370;890;Lepiota hystrix;Echinodérma hýstrix;črnoluska trnovka;NU;
512.;354371;891;Lepiota perplexa;Echinodérma perpléxum;ostroluska trnovka;NU;
513.;504192;462;Tolypocladium capitatum;Elaphócordyceps capitáta;košutnična glavatka;NU;košutnični glavatec
514.;213648;886;Elaphomyces granulatus;Elaphómyces granulátus;zrnata košutnica;NU;
515.;221900;900;Entoloma bloxamii;Entolóma bloxámii;modrikasta rdečelistka;U, RS;
516.;528911;903;Entoloma chalybeum var. chalybeum;Entolóma chalybáeum;tratna rdečelistka;NU;
517.;528912;904;Entoloma lazulinum;Entolóma chalybáeum var. lazulínum;tratna rdečelistka, ožlebičeni različek;NU;
518.;417795;906;Entoloma conferendum var. conferendum;Entolóma conferéndum;križnotrosna rdečelistka;S;
519.;297241;910;Entoloma euchroum;Entolóma éuchroum;barvita rdečelistka;NU;
520.;198230;911;Entoloma excentricum;Entolóma excéntricum;nesomerna rdečelistka;UN;
521.;330489;915;Entoloma incanum;Entolóma incánum;zelenkasta rdečelistka;NU, RS; 
522.;313751;918;Entoloma lividoalbum;Entolóma lividoálbum;bleda rdečelistka;U;
523.;416915;921;Entoloma mougeotii var. mougeotii;Entolóma mougeótii;sivovijoličasta rdečelistka;UN 
524.;104245;923;Entoloma niphoides;Entolóma niphoídes;snežnata rdečelistka;S;
525.;153670;924;Entocybe nitida;Entolóma nítidum;modra rdečelistka;U;
526.;313788;929;Entoloma platyphylloides;Entolóma plátyphylloídes;širokolistna rdečelistka;UN;
527.;438319;931;Entoloma porphyrophaeum;Entolóma pórphyropháeum;porfirasta rdečelistka;U, RS;
528.;196225;933;Entoloma rhodopolium;Entolóma rhodopólium;nizka rdečelistka;S;
529.;225312;938;Entoloma sericatum;Entolóma sericátum;svilasta rdečelistka;UN;
530.;225035;2751;Entoloma sericellum;Entolóma sericéllum;bela rdečelistka;S;
531.;202631;939;Entoloma sericeum;Entolóma seríceum;bleščeča rdečelistka;S;
532.;330543;940;Entoloma serrulatum;Entolóma serrulátum;črnomodra rdečelistka;S;
533.;224074;941;Entoloma sinuatum;Entolóma sinuátum;velika rdečelistka;S;bledičnica, bledoličnica, rana zvončarka, velika pajčolanka, velika slivarica, zvončarka
534.;313818;942;Entoloma sordidulum;Entolóma sordídulum;nagubana rdečelistka;NU;
535.;207527;948;Exidia glandulosa;Exídia glandulósa;žlezasta zamazanka;NU;
536.;157929;950;Exidia recisa;Exídia recísa;pecljata zamazanka;NU;
537.;178936;951;Exidia saccharina;Exídia saccharína;kandirana zamazanka;NU;
538.;152902;953;Exidia truncata;Exídia truncáta;zvegana zamazanka;NU;
539.;193923;957;Fistulina hepatica;Fistulína hepática;jetrasta cevača;U, RS;jetrenka, beračevo meso, hrastovka, jelenji jezik, jelenov jezik, jetrnica, jetrnik, jetrovka, krvava jetrenka, krvavka, volovski jezik
540.;330940;961;Flammulina velutipes;Flammulína velútipes;zimska panjevka;U;kacovka, kakičice, korenovka, ledenovka, lednica, rumena štorovka, snežna golobica, zimska korenovka, zimska štorovka, zlati grmiček
541.;314172;1875;Otidea cantharella;Flavoscýpha cantharélla;čarobni uhelj;NU;čarobno uho
542.;194860;965;Fomes fomentarius;Fómes fomentárius;bukova kresilka;NU;kresilna goba
543.;101927;966;Fomitopsis pinicola;Fomitópsis pinícola;smrekova kresilača;NU;smrekova obrobljenka
544.;100801;967;Rhodofomes roseus;Fomitópsis rósea;rožnata kresilača;NU, RS;
545.;120166;968;Fuligo cinerea;Fulígo cinérea;bledosivi cvet;NU; 
546.;149977;969;Fuligo septica;Fulígo séptica;čreslov cvet;NU;
547.;252653;977;Galerina hypnorum;Galerína hypnórum;mahovna kučmica;NU;
548.;253217;978;Galerina marginata;Galerína margináta;obrobljena kučmica;SS;
549.;254785;979;Galerina sphagnorum;Galerína sphagnórum;šotna kučmica;NU;
550.;314302;982;Ganoderma adspersum;Ganodérma adspérsum;debela pološčenka;NU;
551.;119872;984;Ganoderma applanatum;Ganodérma applanátum;sploščena pološčenka;NU;
552.;240250;983;Ganoderma carnosum;Ganodérma carnósum;jelkina pološčenka;NU;
553.;148413;985;Ganoderma lucidum;Ganodérma lúcidum;svetlikava pološčenka;NU, Z, RS;reiši
554.;241478;986;Ganoderma pfeifferi;Ganodérma pféifferi;bakrenasta pološčenka;NU, RS;
555.;123196;987;Ganoderma resinaceum;Ganodérma resináceum;smolena pološčenka;NU;
556.;120463;998;Geastrum fimbriatum;Geástrum fimbriátum;resasta zvezdica;NU;
